# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
EPIC 211391664 b,Confirmed,0.101,0.025,0.025,,,,0.38,0.018,0.027,10.13675,0.00033,0.00033,0.0943,0.0052,0.0061,,,,89.0,0.7,0.5,,2016,2016-08-04,,,,,,,,,,2457145.9807,0.0012,0.0012,,,,,,,0.27,0.14,0.17,,,,9.1,2.3,2.3,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"UCAC 508-047859 b, 2MASS 08255719+1130402 b",,EPIC 2011391664,126.488287519,11.5111444634,12.166,,,,,435.0,15.0,30.0,-0.2,0.1,0.1,1.074,0.042,0.042,1.311,0.048,0.083,F8V,5.2,1.0,1.2,6120.0,80.0,80.0,,,2MASS 08255719+1130402
EPIC 21668514 b,Confirmed,0.84,0.08,0.08,,,,1.44,0.15,0.15,3.31392,2e-05,2e-05,0.048,0.005,0.005,,,,81.9,0.7,0.7,,2016,2017-01-24,,,,,,,,,,2457304.5244,0.0002,0.0002,,,,,,,0.81,0.08,0.08,,,,95.5,1.3,1.3,1780.0,90.0,90.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 216468514,284.985375019,-22.2934027915,,,,,11.21,,,,0.1,0.1,0.1,1.3,0.14,0.14,1.78,0.16,0.16,F9IV,4.25,1.75,1.75,6030.0,120.0,120.0,,,"EPIC 216468514, 2MASS 18595649-221736"
EPIC 218916923 b,Confirmed,0.381,0.045,0.045,,,,0.812,0.03,0.03,28.38229,0.00027,0.00027,0.1811,0.0085,0.0085,0.0,,,89.55,0.13,0.13,,2017,2017-02-03,,,,,,,,,,2457325.81705,0.00033,0.00033,,,,,,,0.352,0.097,0.083,,,,26.9,3.2,3.2,555.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 218916923,289.066666672,-17.910555582,11.7,,,,,152.0,10.0,10.0,0.21,0.05,0.05,0.918,0.028,0.028,0.86,0.031,0.031,,1.8,0.3,0.3,5287.0,60.0,60.0,,,
EPIC 219388192 b,Confirmed,36.5,0.09,0.09,,,,0.937,0.042,0.042,5.292569,2.6e-05,2.6e-05,0.0593,0.0029,0.0029,0.1929,0.0019,0.0019,90.0,0.7,0.0,,2016,2016-10-28,345.9,1.0,1.0,,,,,,,2457346.32942,0.00011,0.00011,,,,,,,0.0,0.0,15.0,,,,4267.0,12.0,12.0,1164.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 219388192,289.391666678,-16.871666688,12.5,,,,,300.0,24.0,24.0,0.03,0.08,0.08,0.99,0.05,0.05,1.01,0.04,0.04,G,3.9,1.9,1.9,5850.0,85.0,85.0,,,2MASS J19173402-1652177
EPIC 220504338,Confirmed,1.28,0.12,0.12,,,,0.91,0.07,0.1,5.817712,4e-05,4e-05,0.0575,0.0057,0.0074,0.0,,,86.44,0.042,0.54,,2016,2016-11-24,,,,,,,,,,2457392.88588,0.00032,0.00032,,,,,,,,,,,,,143.56,12.9,12.3,1000.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 220504338,19.450000016,6.702222238,13.68,,,,,553.4,43.0,59.0,0.18,0.062,0.062,1.007,0.039,0.049,1.047,0.08,0.11,G,5.9,3.4,2.7,5627.0,88.0,88.0,,,
GJ 1132 b,Confirmed,0.0051,0.0017,0.0017,0.0051,0.0017,0.0017,0.103,0.0098,0.0098,1.62893,3.1e-05,3.1e-05,0.0154,0.0015,0.0015,0.0,,,,,,,2015,2016-07-15,,,,,,,,,,2457184.55786,0.00032,0.00032,,,,,,,0.38,0.14,0.14,,,,2.76,0.92,0.92,580.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"O2, H2, N2, CO2",GJ 1132,153.716666684,-47.156666675,13.5,,,,,12.04,0.24,0.24,-0.12,0.15,0.15,0.181,0.019,0.019,0.207,0.016,0.016,M3.5,5.0,0.0,10.0,3270.0,140.0,140.0,,,
GJ 1214 b,Confirmed,0.0203253311519,0.00311487273070509,0.00311487273070509,,,,0.238201870286,1.07057020353324,1.07057020353324,1.58040482,1.8e-07,1.8e-07,0.01411,0.00032,0.00032,0.27,0.27,0.0,88.17,0.54,0.54,0.001077,2009,2014-05-21,,,,,,,,,,2455391.65402,2.8e-05,2.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,GJ 1214,258.8291667,4.9638889,14.71,,,,,13.0,,,0.39,0.15,0.15,0.15,0.011,0.011,0.216,0.012,0.012,M,6.0,3.0,3.0,3026.0,150.0,150.0,,,
GJ 3470 b,Confirmed,0.0437533292587,0.00513931672341,0.00514531263071,0.0437340716735362,0.00512852782934273,0.00512852782934273,0.373807429400356,0.0526363683403842,0.0526363683403842,3.33671,5e-05,5e-05,0.03557,0.001,0.001,,,,88.3,0.5,0.5,,2012,2013-11-05,,,,,,,,,,2456090.4769,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,GJ 3470,119.775,15.3916667,12.27,,,,,29.28,1.7,2.1,0.2,0.1,0.1,0.539,0.047,0.047,0.55,0.012,0.012,M1.5,1.0,0.7,0.7,3600.0,100.0,100.0,,,
GJ 436 b,Confirmed,0.07,0.0052,0.0052,0.07,0.0052,0.0052,0.38,,,2.64394,9.85041e-05,9.85041e-05,0.02887,0.00095,0.00095,0.1912,0.0571,0.0449,85.8,0.25,0.25,0.00283,2004,2017-02-10,354.4,15.3,15.3,2452992.1,,,,,,2454221.61588,0.00012,0.00012,,,,,,,,,,,,,18.07,1.03,1.03,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Theoretical,,"CH4, H, CO2, CO, H2O",GJ 436,175.5458333,26.7063889,10.68,,,,,10.2,,,-0.32,0.12,0.12,0.452,0.012,0.012,0.464,0.011,0.011,M2.5,6.0,5.0,5.0,3684.0,55.0,55.0,,,
GJ 674 b,Confirmed,0.04,,,0.04,,,1.13,,,4.6944,0.00182591,0.00182591,0.039,,,0.07,0.0766,0.07,,,,0.00859,2007,2015-02-27,0.5,71.2,71.2,2453823.784,,,,,,,,,,,,,,,,,,,,,9.46,1.09,1.09,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,,GJ 674,262.1666667,-46.8952778,9.38,,,,,4.54,0.03,0.03,-0.28,,,0.35,,,,,,M2.5,0.55,0.45,0.45,3600.0,100.0,100.0,,,
HAT-47 b,Confirmed,0.206,0.039,0.039,,,,1.313,0.045,0.045,4.732182,1.3e-05,1.3e-05,0.0615,0.0006,0.0006,0.0,,,84.8,0.2,0.2,,2016,2016-06-16,,,,,,,,,,2455661.63669,0.00041,0.00041,,,,,,,0.794,0.011,0.011,,,,19.9,3.8,3.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-47,38.308333338,30.360555571,10.6,,,,,268.0,7.0,7.0,0.0,0.08,0.08,1.387,0.038,0.038,1.515,0.04,0.04,,1.5,0.3,0.3,6703.0,50.0,50.0,,,
HAT-48 b,Confirmed,0.168,0.024,0.024,,,,1.131,0.054,0.054,4.40865,8e-06,8e-06,0.0543,0.0007,0.0007,0.0,,,86.8,0.3,0.5,,2016,2016-06-16,,,,,,,,,,2455839.21023,0.00029,0.00029,,,,,,,0.281,0.057,0.04,,,,19.6,2.8,2.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-48,44.470833351,30.625833353,12.16,,,,,305.0,12.0,12.0,0.02,0.08,0.08,1.099,0.041,0.041,1.223,0.046,0.046,,4.7,0.8,1.3,5946.0,50.0,50.0,,,
HAT-P-1 b,Confirmed,0.525,0.019,0.019,,,,1.319,0.019,0.019,4.46529976,5.5e-07,5.5e-07,0.05561,0.00083,0.00083,0.067,inf,nan,85.634,0.056,0.056,0.000398,2006,2015-04-30,360.0,,,,,,,,,2453979.93202,0.00024,0.00024,,,,,,,,,,,,,,,,1322.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"H2O, O I, K, C",HAT-P-1,344.4458333,38.675,10.4,,,,,139.0,20.0,20.0,0.13,0.008,0.008,1.151,0.052,0.052,1.174,0.03,0.03,GOV,3.6,,,5980.0,49.0,49.0,,,
HAT-P-11 b,Confirmed,0.0824340056005,0.00899852122203694,0.00899852122203694,,,,0.421983088559,1.33821275441655,1.33821275441655,4.887802443,3e-08,3e-08,0.053,0.0008,0.0008,0.265,0.0009,0.0003,89.05,0.09,0.15,0.001395,2009,2016-11-02,198.0,0.094,0.2,,,,,,,2454605.89132,0.00032,0.00032,,,,,,,0.209,0.032,0.019,,,,,,,750.0,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-11,297.7083333,48.0808333,9.59,,,,,38.0,1.3,1.3,0.31,0.05,0.05,0.81,0.03,0.03,0.75,0.02,0.02,K4,6.5,4.1,4.1,4780.0,50.0,50.0,,,
HAT-P-12 b,Confirmed,0.210489884529,0.0131831482238933,0.0131831482238933,,,,0.954591764817,0.0205192622343871,2.85485387608864,3.2130598,2.1e-06,2.1e-06,0.0384,0.0003,0.0003,0.0,,,,,,0.000269,2009,2014-05-21,,,,,,,,,,2454419.19556,0.0002,0.0002,,,,,,,,,,,,,,,,,,,1000.0,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-12,209.3916667,43.4936111,12.84,,,,,142.5,3.3,3.3,-0.29,0.05,0.05,0.73,0.02,0.02,0.7,0.01,0.01,,2.5,2.0,2.0,4650.0,60.0,60.0,,,
HAT-P-13 b,Confirmed,0.85,0.038,0.038,,,,1.28,0.079,0.079,2.916243,3e-06,3e-06,0.0426,0.0012,0.0012,0.0142,0.0044,0.0044,83.3,0.62,0.62,0.000199,2009,2017-01-05,223.0,38.0,38.0,,,,,,,2455176.5388,0.00034,0.00034,2454779.93106,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-13,129.8833333,47.3519444,10.62,,,,,214.0,12.0,12.0,0.43,0.08,0.08,1.22,0.1,0.1,1.56,0.08,0.08,G4,5.0,0.8,0.8,5638.0,90.0,90.0,,,
HAT-P-14 b,Confirmed,2.2,0.04,0.04,,,,1.2,0.04,0.04,4.627657,5e-06,5e-06,0.0594,0.0004,0.0004,0.095,0.011,0.011,83.2,0.2,0.2,0.00029,2010,2017-01-17,99.0,4.0,4.0,,,,,,,2455134.43856,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,WASP-27 b,,HAT-P-14,260.1166667,38.2422222,9.98,,,,,205.0,11.0,11.0,0.11,0.08,0.08,1.386,0.045,0.045,1.468,0.054,0.054,F,1.3,0.4,0.4,6600.0,90.0,90.0,,,
HAT-P-15 b,Confirmed,1.946,0.066,0.066,,,,1.072,0.043,0.043,10.863502,27.0,27.0,0.0964,0.0014,0.0014,0.19,0.019,0.019,89.1,0.2,0.2,0.000507,2010,2010-05-31,262.0,1.0,1.0,,,,,,,2454638.56019,0.00048,0.00048,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-15,66.25,39.4605556,12.16,,,,,190.0,8.0,8.0,0.22,0.08,0.08,1.013,0.043,0.043,1.08,0.043,0.043,G5,6.8,1.6,1.6,5568.0,90.0,90.0,,,
HAT-P-16 b,Confirmed,4.193,0.094,0.094,,,,1.289,0.066,0.066,2.77596,3e-06,3e-06,0.0413,0.0004,0.0004,0.036,0.004,0.004,86.6,0.7,0.7,0.000176,2010,2013-07-22,214.0,8.0,8.0,,,,,,,2455027.59293,0.00031,0.00031,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-16,9.575,42.4630556,10.8,,,,,235.0,10.0,10.0,0.17,0.08,0.08,1.218,0.039,0.039,1.237,0.054,0.054,F8,2.0,0.8,0.8,6158.0,80.0,80.0,,,
HAT-P-17 b,Confirmed,0.534,0.018,0.018,,,,1.01,,,10.338523,,,0.0882,,,0.346,,,89.2,,,0.00098,2010,2013-05-31,201.0,,,,,,,,,2454804.246,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-17,324.5375,30.4886111,10.54,,,,,90.0,3.0,3.0,0.0,,,0.857,0.039,0.039,0.837,,,K,7.8,,,5246.0,,,,,
HAT-P-18 b,Confirmed,0.183,0.032,0.034,,,,0.947,0.044,0.044,5.508029,4.2e-06,4.2e-06,0.0559,0.0007,0.0007,0.106,0.084,0.15,88.79,0.21,0.21,0.000337,2010,2015-11-12,120.0,56.0,56.0,,,,,,,2454715.02254,0.00039,0.00039,2454717.65,0.13,0.13,132.0,15.0,15.0,0.324,0.057,0.057,,,,,,,841.0,,,,,,,,2.734,Published in a refereed paper,Primary Transit,,,HAT-18b,,HAT-P-18,256.35,33.0125,12.76,,,,,166.0,9.0,9.0,0.1,8.0,8.0,0.77,0.031,0.031,0.717,0.026,0.026,K,12.4,6.4,6.4,4870.0,50.0,50.0,,,
HAT-P-19 b,Confirmed,0.292,0.018,0.018,,,,1.132,0.072,0.072,4.008784,7e-07,7e-07,0.0466,0.0008,0.0008,0.067,0.042,0.042,88.51,0.22,0.22,0.000217,2010,2015-08-26,256.0,77.0,77.0,,,,,,,2455091.535,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-19,9.5166667,34.7116667,12.9,,,,,215.0,15.0,15.0,0.23,0.08,0.08,0.842,0.042,0.042,0.82,0.048,0.048,K,8.8,5.2,5.2,4990.0,130.0,130.0,,,
HAT-P-2 b,Confirmed,8.74,0.26,0.26,,,,0.951,0.053,0.053,5.6334729,6.1e-06,6.1e-06,0.0674,0.00081,0.00081,0.5171,0.0033,0.0033,90.0,0.93,0.93,0.000571,2007,2012-09-20,185.22,0.95,0.95,2454213.4794,0.003,0.003,,,,2454387.49375,0.00074,0.00074,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-2,245.15,41.0480556,8.71,,,,,118.0,8.0,8.0,0.04,0.05,0.05,1.34,0.09,0.09,1.54,0.12,0.12,F8,2.7,0.5,0.5,6414.0,51.0,51.0,,,
HAT-P-20 b,Confirmed,7.246,0.187,0.187,,,,0.867,0.033,0.033,2.875317,4e-06,4e-06,0.0361,0.0005,0.0005,0.015,0.0005,0.0005,81.9,0.1,0.1,0.000516,2010,2017-02-13,317.0,130.0,130.0,,,,,,,2456708.35626,8.8e-05,8.8e-05,,,,172.0,6.9,6.9,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-20,111.9166667,24.3363889,11.34,,,,,70.0,3.0,3.0,0.35,0.08,0.08,0.756,0.028,0.028,0.694,0.21,0.21,K7,6.7,3.8,3.8,4595.0,80.0,80.0,,,
HAT-P-21 b,Confirmed,4.063,0.161,0.161,,,,1.024,0.092,0.092,4.124461,7e-06,7e-06,0.0494,0.0007,0.0007,0.228,0.016,0.016,87.2,0.7,0.7,0.000194,2010,2014-09-28,300.0,3.0,3.0,,,,,,,2454996.41312,0.00069,0.00069,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-21,171.275,41.0280556,11.46,,,,,254.0,19.0,19.0,0.01,0.08,0.08,0.947,0.042,0.042,1.105,0.083,0.083,G3,10.2,2.5,2.5,5588.0,80.0,80.0,,,
HAT-P-22 b,Confirmed,2.147,0.061,0.061,,,,1.08,0.058,0.058,3.21222,9e-06,9e-06,0.0414,0.0005,0.0005,0.016,0.009,0.009,73.6,3.7,3.7,0.000505,2010,2015-08-20,156.0,66.0,66.0,,,,,,,2456706.58936,0.0009,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-22,155.6833333,50.1283333,9.73,,,,,82.0,3.0,3.0,0.24,0.08,0.08,0.916,0.035,0.035,1.04,0.044,0.044,G5,12.4,2.6,2.6,5302.0,80.0,80.0,,,
HAT-P-23 b,Confirmed,2.09,0.11,0.11,,,,1.368,0.09,0.09,1.212884,2e-05,2e-05,0.0232,0.0002,0.0002,0.106,0.044,0.044,85.1,1.5,1.5,5.9e-05,2010,2011-05-20,118.0,25.0,25.0,,,,,,,2454852.26464,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-23,306.125,16.7622222,11.94,,,,,393.0,25.0,25.0,0.16,0.03,0.03,1.13,0.05,0.05,1.29,0.05,0.05,G5,4.0,1.0,1.0,5924.0,30.0,30.0,,,
HAT-P-24 b,Confirmed,0.685,0.033,0.033,,,,1.242,0.067,0.067,3.35524,7e-06,7e-06,0.0465,0.0006,0.0006,0.067,0.024,0.024,88.6,0.7,0.7,0.000152,2010,2012-07-05,197.0,36.0,36.0,,,,,,,2455216.97667,0.00028,0.00028,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-24,108.825,14.2622222,11.82,,,,,306.0,20.0,20.0,-0.16,0.08,0.08,1.191,0.042,0.042,1.317,0.068,0.068,F8,2.8,0.6,0.6,6373.0,80.0,80.0,,,
HAT-P-25 b,Confirmed,0.567,,,,,,1.19,,,3.652836,,,0.0466,,,0.032,,,87.6,,,0.000157,2010,2013-05-31,271.0,,,,,,,,,2455176.85173,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-25,48.4375,25.1975,13.19,,,,,297.0,13.0,13.0,0.31,0.08,0.08,1.01,0.032,0.032,0.959,0.037,0.037,G5,3.2,2.3,2.3,5500.0,80.0,80.0,,,
HAT-P-26 b,Confirmed,0.0585218513041563,0.00717364628889658,0.00717364628889658,,,,0.564725782363783,0.0517442265041065,0.0517442265041065,4.234516,1.5e-05,1.5e-05,0.0479,0.0006,0.0006,0.124,0.06,0.06,88.6,0.9,0.9,0.000357,2010,2013-11-05,54.0,165.0,165.0,,,,,,,2455304.65122,0.00035,0.00035,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-26,213.156404179,4.06003612014,11.74,,,,,134.0,8.0,8.0,-0.04,0.08,0.08,0.816,0.033,0.033,0.788,0.043,0.043,K1,9.0,4.9,4.9,5079.0,88.0,88.0,,,
HAT-P-27-WASP-40 b,Confirmed,0.66,0.033,0.033,,,,1.055,0.036,0.036,3.0395803,1.5e-06,1.5e-06,0.0403,0.0005,0.0005,0.078,0.047,0.047,85.08,0.07,0.07,0.000198,2011,2015-08-26,63.0,64.0,64.0,,,,,,,2455186.01991,0.00044,0.00044,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-27-WASP-40,222.7666667,5.9472222,12.21,,,,,204.0,14.0,14.0,0.29,0.1,0.1,0.945,0.035,0.035,0.898,0.039,0.039,G8,4.4,2.6,2.6,5300.0,90.0,90.0,,,
HAT-P-28 b,Confirmed,0.626,0.037,0.037,,,,1.212,0.082,0.113,3.257215,7e-06,7e-06,0.0434,0.0007,0.0007,0.051,0.033,0.033,88.0,0.9,0.9,0.00011,2011,2014-05-25,233.0,90.0,90.0,,,,,,,2455417.59832,0.00053,0.00053,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-28,13.0,34.7283333,13.03,,,,,395.0,26.0,26.0,0.12,0.08,0.08,1.025,0.047,0.047,1.103,0.069,0.069,G3,6.1,1.9,1.9,5680.0,90.0,90.0,,,
HAT-P-29 b,Confirmed,0.778,0.04,0.076,,,,1.107,0.082,0.136,5.723186,4.9e-05,4.9e-05,0.0667,0.0008,0.0008,0.095,0.047,0.047,87.1,0.7,0.5,0.000207,2011,2014-05-30,169.0,30.0,30.0,,,,,,,2455197.5754,0.00181,0.00181,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-29,33.1291667,51.7788889,11.9,,,,,322.0,21.0,21.0,0.21,0.08,0.08,1.207,0.046,0.046,1.224,0.075,0.075,F8,2.2,1.0,1.0,6087.0,88.0,88.0,,,
HAT-P-3 b,Confirmed,0.591,0.018,0.018,,,,0.827,0.055,0.055,2.899703,5.4e-05,5.4e-05,0.03866,0.00041,0.00041,0.0,0.0,0.0,87.07,0.55,0.55,0.000297,2007,2013-05-07,,,,,,,,,,2454856.70118,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-3,206.0958333,48.0286111,11.86,,9.936,9.542,9.448,130.0,10.0,10.0,0.41,0.08,0.08,0.917,0.03,0.03,0.799,0.039,0.039,K,1.6,1.3,1.3,5224.0,69.0,69.0,,,
HAT-P-30-WASP-51 b,Confirmed,0.711,0.028,0.028,,,,1.34,0.065,0.065,2.810595,5e-06,5e-06,0.0419,0.0005,0.0005,0.035,0.024,0.024,83.6,0.4,0.4,0.000217,2011,2013-05-31,252.0,84.0,84.0,,,,,,,2455456.46561,0.00037,0.00037,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-30-WASP-51,123.95,5.8366667,10.42,,,,,193.0,8.0,8.0,-0.08,0.08,0.08,1.18,0.03,0.03,1.33,0.03,0.03,F,1.0,0.5,0.5,6250.0,100.0,100.0,,,
HAT-P-31 b,Confirmed,2.171,0.077,0.105,,,,1.07,0.16,0.24,5.005425,9.2e-05,9.1e-05,0.055,0.015,0.015,0.245,0.0045,0.0045,87.1,2.7,2.7,0.000155,2011,2014-05-25,274.3,1.8,1.8,,,,,,,2454320.8866,0.0053,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-31,271.5375,26.4266667,11.66,,,,,354.0,51.0,51.0,0.15,0.08,0.08,1.218,0.063,0.063,1.36,0.18,0.18,,3.17,1.11,1.11,6065.0,100.0,100.0,,,
HAT-P-32 b,Confirmed,0.941,0.166,0.166,,,,2.037,0.099,0.099,2.150009,1e-06,1e-06,0.0344,0.0007,0.0007,0.163,0.061,0.061,88.7,0.6,0.6,0.000108,2011,2014-05-30,52.0,29.0,29.0,,,,,,,2454416.14639,9e-05,9e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-32,31.04166667,46.6877778,11.29,,,,,320.0,16.0,16.0,-0.16,0.08,0.08,1.176,0.07,0.07,1.387,0.067,0.067,F/G,3.8,0.5,0.5,6001.0,88.0,88.0,,,
HAT-P-33 b,Confirmed,0.763,0.117,0.117,,,,1.827,0.29,0.29,3.474474,1e-06,1e-06,0.0503,0.0011,0.0011,0.148,0.081,0.081,86.7,1.2,1.2,0.00012,2011,2013-05-31,96.0,119.0,119.0,,,,,,,2455100.50255,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-33,113.1833333,33.835,11.89,,,,,419.0,66.0,66.0,0.05,0.08,0.08,1.403,0.096,0.096,1.777,0.28,0.28,F,2.4,0.4,0.4,6401.0,88.0,88.0,,,
HAT-P-34 b,Confirmed,3.328,0.211,0.211,,,,1.107,0.092,0.092,5.452654,1.6e-05,1.6e-05,0.0677,0.0008,0.0008,0.441,0.052,0.052,87.1,1.2,1.2,0.000263,2012,2012-07-05,20.0,14.0,14.0,,,,,,,2455431.59629,0.00055,0.00055,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-34,303.1958333,18.105,10.16,,,,,257.0,17.0,17.0,0.08,0.05,0.05,1.36,0.01,0.01,1.45,0.11,0.11,,1.7,0.5,0.5,6509.0,51.0,51.0,,,
HAT-P-35 b,Confirmed,1.054,0.033,0.033,,,,1.332,0.098,0.098,3.646706,2.1e-05,2.1e-05,0.0498,0.0006,0.0006,0.025,0.018,0.018,87.3,1.0,1.0,9.3e-05,2012,2012-01-14,248.0,93.0,93.0,,,,,,,2455578.06081,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-35,123.25,4.7869444,12.46,,,,,535.0,32.0,32.0,0.11,0.08,0.08,1.236,0.048,0.048,1.435,0.084,0.084,,3.5,0.5,0.5,6096.0,88.0,88.0,,,
HAT-P-36 b,Confirmed,1.832,0.099,0.099,,,,1.264,0.071,0.071,1.327347,3e-06,3e-06,0.0238,0.0004,0.0004,0.063,0.032,0.032,86.0,1.3,1.3,7.5e-05,2012,2012-01-14,95.0,63.0,63.0,,,,,,,2455565.18144,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-36,188.2625,44.9152778,12.26,,,,,317.0,17.0,17.0,0.26,0.08,0.08,1.022,0.049,0.049,1.096,0.056,0.056,,6.6,1.8,1.8,5580.0,100.0,100.0,,,
HAT-P-37 b,Confirmed,1.169,0.103,0.103,,,,1.178,0.077,0.077,2.797436,7e-06,7e-06,0.0379,0.0006,0.0006,0.058,0.038,0.038,86.9,0.5,0.5,9.2e-05,2012,2012-01-14,164.0,14.0,14.0,,,,,,,2455641.14318,0.00029,0.00029,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-37,284.2958333,51.2691667,13.23,,,,,411.0,26.0,26.0,0.03,0.1,0.1,0.929,0.043,0.043,0.877,0.044,0.044,,3.6,2.2,2.2,5500.0,100.0,100.0,,,
HAT-P-38 b,Confirmed,0.267,0.02,0.02,,,,0.825,0.063,0.063,4.640382,3.2e-05,3.2e-05,0.0523,0.0009,0.0009,0.067,0.047,0.047,88.3,0.7,0.7,0.00021,2012,2012-01-25,240.0,104.0,104.0,,,,,,,2455863.11957,0.00035,0.00035,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-38,0.0,0.0,12.56,,,,,249.0,19.0,19.0,0.06,0.1,0.1,0.886,0.044,0.044,0.923,0.067,0.067,G,10.1,4.8,4.8,5330.0,100.0,100.0,,,
